"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
3885803895,"20150309T000000",763000,3,2,1360,8752,1,0,2,4,6,1360,0,1942,0,98033,47.6879,-122.208,2530,7680
3679401110,"20140530T000000",332000,2,1,1000,4776,1,0,0,4,6,1000,0,1942,0,98108,47.5619,-122.315,1500,4800
7202290160,"20150114T000000",435000,3,2.5,1560,3987,2,0,0,3,7,1560,0,2002,0,98053,47.687,-122.043,1600,3152
1929300415,"20141119T000000",710000,4,1.75,2000,6000,1,0,3,5,7,1000,1000,1956,0,98109,47.6428,-122.348,2610,4377
6021502470,"20141106T000000",555000,2,1,1550,4600,1,0,0,4,7,1050,500,1941,0,98117,47.686,-122.384,1550,4600
8045000340,"20140802T000000",565000,3,2.5,1700,7210,2,0,0,5,7,1700,0,1966,0,98052,47.6688,-122.161,1700,7566
8669160010,"20150325T000000",292500,3,2.5,2095,3438,2,0,0,3,7,2095,0,2008,0,98002,47.3523,-122.213,1805,3402
4447300137,"20140604T000000",989000,5,3.5,3280,4000,2,0,0,3,9,2440,840,2003,0,98117,47.689,-122.396,1980,4000
1864700300,"20141010T000000",347500,4,2.5,1970,7098,2,0,0,3,7,1970,0,2007,0,98038,47.3576,-122.058,1970,5361
7586200061,"20150312T000000",375000,3,3.25,1280,1730,2,0,0,3,8,1090,190,2005,0,98177,47.7032,-122.36,1280,2121
8043700105,"20150417T000000",2300000,4,4,4360,8175,2.5,1,4,3,10,3940,420,2007,0,98008,47.5724,-122.104,2670,8525
3449820100,"20141224T000000",535000,2,2.5,2730,7246,2,0,0,3,9,2730,0,1998,0,98056,47.512,-122.175,3220,7214
1862400471,"20140820T000000",392500,3,3.25,1600,1289,3,0,0,3,8,1600,0,1998,0,98117,47.6957,-122.375,1600,1376
3886000010,"20140821T000000",487000,2,2.5,1470,2533,2,0,0,3,8,1470,0,2005,0,98033,47.6874,-122.165,1470,6511
9406550050,"20150330T000000",289000,3,2.5,1490,8628,2,0,0,3,7,1490,0,1994,0,98038,47.3643,-122.041,1640,8514
3448001285,"20140818T000000",442500,4,2,1540,5920,1.5,0,0,5,7,1540,0,1935,0,98125,47.7148,-122.301,1630,6216
7304300570,"20140519T000000",366500,4,2.75,2070,9300,1,0,0,5,7,1120,950,1945,0,98155,47.7416,-122.32,1010,8308
797000276,"20140625T000000",270000,2,1,2060,8398,1,0,0,3,7,1260,800,1962,0,98168,47.509,-122.324,1690,13495
582000644,"20150501T000000",872500,4,2,1990,6000,1,0,0,3,9,1260,730,1956,2015,98199,47.6515,-122.397,1770,6000
984220330,"20140824T000000",325000,4,2.5,1820,9161,1,0,0,4,7,1220,600,1975,0,98058,47.4333,-122.168,1860,7650
4024100120,"20140625T000000",299900,3,1,1110,8593,1,0,0,3,7,1110,0,1979,0,98155,47.7595,-122.309,1780,8593
3158500290,"20140919T000000",387990,4,2.5,2640,5595,2,0,0,3,8,2640,0,2011,0,98038,47.3551,-122.054,1840,5011
5318100504,"20140728T000000",524000,2,2,1450,2272,1,0,0,4,6,750,700,1924,0,98112,47.633,-122.282,2170,4370
4078300024,"20140725T000000",590000,4,2.75,2160,4205,1,0,3,3,7,1080,1080,1969,0,98125,47.7081,-122.276,2450,6014
8150100240,"20150218T000000",265000,2,1,620,4760,1,0,0,3,6,620,0,1941,0,98126,47.5286,-122.376,620,4760
3013300968,"20140801T000000",416500,3,1,1100,4184,1,0,0,4,7,1100,0,1965,0,98136,47.5309,-122.382,1630,4366
3881900605,"20150315T000000",445000,2,1,950,4800,1,0,0,3,6,950,0,1941,0,98144,47.5864,-122.301,1420,5400
1773100561,"20150305T000000",308000,3,2.5,1250,1150,2,0,0,3,8,1080,170,2009,0,98106,47.5582,-122.363,1250,1150
1562100380,"20150319T000000",594000,4,1.75,2140,8000,1,0,0,4,8,1410,730,1965,0,98007,47.622,-122.139,2080,8000
1645000580,"20141002T000000",270000,4,2.5,1900,8282,1,0,0,3,7,1900,0,1968,1997,98022,47.2089,-122.003,1420,8350
1232001480,"20140710T000000",445000,2,1,840,3840,1,0,0,4,7,840,0,1926,0,98117,47.684,-122.378,1310,3840
3558910640,"20150401T000000",528000,4,1.75,1860,9750,1,0,0,3,7,1460,400,1969,0,98034,47.7097,-122.202,1900,8913
4178500300,"20140916T000000",269000,3,2.5,1730,6653,1,0,0,4,7,1360,370,1990,0,98042,47.3588,-122.088,1730,7061
6649500040,"20140812T000000",255000,3,1,1250,9472,1,0,0,4,6,1250,0,1972,0,98059,47.495,-122.154,1590,9600
6072300800,"20150505T000000",595000,4,1.75,2510,8989,1,0,0,4,8,1680,830,1964,0,98006,47.5569,-122.172,2510,8931
1788700230,"20140506T000000",191000,3,1.5,800,8850,1,0,0,4,6,800,0,1959,0,98023,47.3266,-122.348,820,8775
9266701115,"20140808T000000",488000,2,1.5,1000,5125,1,0,0,3,7,1000,0,1942,1968,98103,47.6926,-122.347,1090,5100
3438502083,"20140612T000000",310000,5,3,1880,5000,1,0,0,3,7,1100,780,1997,0,98106,47.5453,-122.363,1640,5000
8651430220,"20140725T000000",183000,3,1,870,5200,1,0,0,5,6,870,0,1969,0,98042,47.3702,-122.078,870,5200
7365600070,"20140624T000000",762500,4,2.75,2610,8760,1,0,0,4,8,1760,850,1978,0,98040,47.5875,-122.229,2550,10376
5126310110,"20140722T000000",540000,4,2.5,2600,9935,2,0,0,3,8,2600,0,2005,0,98059,47.4865,-122.142,2830,7620
6666830120,"20140624T000000",745641,4,2.5,2440,4850,2,0,0,3,8,2440,0,2013,0,98052,47.7043,-122.114,2970,5450
2526059225,"20150123T000000",952990,4,2.75,3550,6558,2,0,0,3,9,3550,0,2013,0,98052,47.7076,-122.115,3140,5617
2600140120,"20140812T000000",946000,4,3,3140,9058,1,0,0,3,9,2140,1000,1989,0,98006,47.5462,-122.154,2760,10018
7399000230,"20150107T000000",350000,4,2.5,2260,7500,1,0,0,3,8,1460,800,1965,0,98055,47.4645,-122.196,2260,7500
6821101275,"20140821T000000",478000,2,1.75,1960,6000,1,0,0,4,7,980,980,1904,0,98199,47.6531,-122.401,1650,6000
8588000610,"20141110T000000",210000,3,1,1040,8125,1,0,0,3,7,1040,0,1956,0,98003,47.3171,-122.316,1200,9375
4083306616,"20150224T000000",450000,2,1.5,960,1000,2,0,0,3,8,920,40,2008,0,98103,47.6489,-122.335,1200,1297
2473460860,"20141027T000000",260000,4,2.5,2110,8990,2,0,0,3,8,2110,0,1977,0,98058,47.4457,-122.127,2040,8800
7663700973,"20140522T000000",321000,3,2.25,1347,1292,3,0,0,3,7,1347,0,2010,0,98125,47.7306,-122.291,1480,1865
8902000050,"20141027T000000",622200,3,1.75,1720,7200,1,0,0,3,7,1420,300,1959,0,98125,47.7062,-122.304,1380,8000
2402100575,"20140613T000000",1125000,6,3.75,3010,4360,2,0,0,3,9,2000,1010,2014,0,98103,47.6873,-122.333,1600,5160
669000350,"20140926T000000",1245000,3,3,4610,8400,2,0,2,3,8,2790,1820,1947,1999,98144,47.5854,-122.292,2160,5000
1938400520,"20141016T000000",272000,4,2.25,2040,7600,1,0,0,4,8,1580,460,1978,0,98023,47.3169,-122.365,2130,7200
3904910010,"20140723T000000",480000,3,2.5,1640,7847,2,0,0,3,8,1640,0,1987,0,98029,47.5684,-122.018,1870,6079
8658303265,"20141106T000000",3e+05,3,1,1260,5000,1,0,0,4,6,1260,0,1968,0,98014,47.6492,-121.915,1180,7500
1545804340,"20150409T000000",240000,3,1.75,1760,6500,1,0,0,3,7,1150,610,1987,0,98038,47.3647,-122.05,1760,8125
6821102385,"20150326T000000",334000,2,1,900,1818,2,0,0,4,7,900,0,1945,0,98199,47.6485,-122.397,1570,1830
7922750150,"20140917T000000",561500,4,2.25,2310,9800,1,0,0,3,8,1780,530,1968,0,98033,47.6657,-122.178,2310,9800
2698200010,"20150513T000000",165000,3,1,1380,7334,1,0,0,3,7,980,400,1981,0,98055,47.4339,-122.192,1910,7859
3530540090,"20141113T000000",245000,2,1.5,1450,6258,1,0,0,4,8,1450,0,1983,0,98198,47.3785,-122.322,1460,5375
7227502075,"20150409T000000",410000,4,2.5,2070,6180,2,0,0,3,8,2070,0,2007,0,98056,47.4915,-122.183,1250,6018
2770604346,"20140705T000000",499000,3,2.5,1540,1326,3,0,0,3,8,1390,150,1995,0,98119,47.6457,-122.374,1680,1592
2130702350,"20140604T000000",364950,4,2.5,2310,8030,2,0,0,3,7,2310,0,1978,0,98019,47.7433,-121.982,1780,8041
263000325,"20140611T000000",349000,3,2.5,1430,1002,3,0,0,3,8,1430,0,2002,0,98103,47.698,-122.349,1430,1530
1246700136,"20141223T000000",405000,3,1.5,1280,9600,1,0,0,4,7,1280,0,1960,0,98033,47.6922,-122.163,1510,10005
4219400290,"20140502T000000",1200000,5,2.75,2910,9480,1.5,0,0,3,8,2910,0,1939,0,98105,47.6552,-122.278,2940,6600
6880210020,"20150308T000000",340000,4,2.5,1910,7201,1,0,0,3,7,1210,700,1987,0,98198,47.3908,-122.316,1690,7554
1018000276,"20150327T000000",217000,3,2.5,1340,4200,2,0,0,3,7,1340,0,2002,0,98002,47.2942,-122.226,990,4520
8564860270,"20140708T000000",449990,4,2.5,2680,5539,2,0,0,3,8,2680,0,2013,0,98045,47.4759,-121.734,2680,5992
5428000070,"20150511T000000",770000,5,3.5,4750,8234,2,0,2,3,10,3350,1400,2013,0,98198,47.3574,-122.318,2160,14496
2354300845,"20140804T000000",210000,3,1,1020,6000,1,0,0,3,5,1020,0,1900,0,98027,47.5281,-122.031,2070,7200
7568700525,"20150318T000000",326000,2,1,1210,7440,1,0,0,3,6,780,430,1940,0,98155,47.7376,-122.322,1070,7440
5101404555,"20141006T000000",290000,2,1,1020,6380,1,0,0,3,7,1020,0,1930,1973,98115,47.6971,-122.317,1380,6380
832700270,"20150213T000000",318000,3,1.5,1240,983,3,0,0,3,8,1240,0,2009,0,98133,47.7235,-122.353,1240,1026
9212900820,"20140828T000000",393820,2,2,1170,8251,1,0,0,3,7,1170,0,1941,0,98115,47.6873,-122.291,1360,6798
1061500630,"20150205T000000",359900,5,2.75,2790,7600,1.5,0,0,4,7,2790,0,1965,0,98056,47.4999,-122.165,1480,7600
2407900550,"20150507T000000",448000,4,2.5,2230,5000,1,0,0,3,7,1650,580,2006,0,98059,47.4799,-122.129,2090,4637
5104510720,"20141210T000000",360000,4,2.5,2000,5500,2,0,0,3,8,2000,0,2003,0,98038,47.3552,-122.014,2000,5512
1328320440,"20141210T000000",355000,3,2.25,1960,7000,1,0,0,3,8,1600,360,1980,0,98058,47.4427,-122.126,1980,7140
7203180370,"20150324T000000",955000,4,3.25,3720,6765,2,0,0,3,9,3720,0,2012,0,98053,47.688,-122.018,3100,6790
8682301050,"20141202T000000",705000,2,2.5,2300,6400,1,0,0,3,8,2300,0,2007,0,98053,47.7196,-122.02,2300,6400
2044500142,"20140902T000000",420000,3,1.75,1770,6000,1,0,0,3,7,1130,640,1952,0,98125,47.7135,-122.315,1900,7200
4038500210,"20150422T000000",797000,4,2.75,2650,8610,2,0,0,3,8,2650,0,1959,2007,98008,47.6155,-122.121,1680,8316
9385200042,"20150318T000000",529500,3,2.25,1410,905,3,0,0,3,9,1410,0,2014,0,98116,47.5818,-122.402,1510,1352
9334800140,"20141023T000000",315000,3,1.75,1660,8160,1,0,0,4,7,1660,0,1951,0,98166,47.4608,-122.358,1490,8100
2126059295,"20140805T000000",995500,5,4.5,4280,8465,2,0,0,3,10,4280,0,2014,0,98034,47.7325,-122.165,2990,11067
2619950740,"20150109T000000",435000,3,2.5,2260,5100,2,0,0,3,8,2260,0,2007,0,98019,47.7341,-121.968,2260,5100
423059184,"20141201T000000",180000,3,1,1960,9583,2,0,0,2,5,1960,0,1908,0,98056,47.505,-122.171,1850,8324
4364700990,"20141003T000000",335000,3,1,1030,7200,1,0,0,3,6,880,150,1948,0,98126,47.5255,-122.376,1030,7200
2407000110,"20150414T000000",275000,3,1.75,1580,8775,1,0,0,3,6,1220,360,1942,0,98146,47.4845,-122.335,1180,8775
6613000585,"20150108T000000",1620500,3,2.5,3490,9362,1,0,3,5,9,1770,1720,1960,0,98105,47.6605,-122.27,3640,7425
8562890370,"20150414T000000",399950,4,2.5,3110,5868,2,0,0,3,8,3110,0,2001,0,98042,47.3781,-122.126,2950,5924
2493200325,"20150509T000000",589500,4,1.5,1440,3200,1,0,1,4,7,960,480,1960,0,98136,47.5269,-122.383,1650,6400
9532000070,"20141201T000000",536000,4,2.5,2520,4831,2,0,0,3,8,2520,0,2009,0,98072,47.7711,-122.168,2430,3937
2926049237,"20141006T000000",417500,5,3,2270,6664,1,0,0,3,7,1340,930,1995,0,98125,47.7191,-122.315,1870,6187
7518505040,"20150330T000000",415000,1,1,700,2550,1,0,0,3,6,700,0,1954,0,98117,47.6783,-122.383,1330,4110
2011400583,"20140606T000000",402000,3,2.5,2700,9994,1,0,3,4,7,1350,1350,1959,0,98198,47.397,-122.321,2470,10664
6896300380,"20141002T000000",228000,0,1,390,5900,1,0,0,2,4,390,0,1953,0,98118,47.526,-122.261,2170,6000
2492200335,"20150423T000000",901000,4,3.25,1560,4080,1,0,0,3,7,1560,0,1916,0,98126,47.5347,-122.38,1370,4080
6848200221,"20140902T000000",635000,3,3.5,1730,1349,3,0,0,3,9,1350,380,2009,0,98102,47.6224,-122.326,1830,3300
4038200480,"20141201T000000",480000,3,1,1160,8800,1,0,0,4,7,1160,0,1959,0,98008,47.6112,-122.128,1750,8400
2862500070,"20141209T000000",859950,6,4,3180,6551,2,0,0,3,9,3180,0,2014,0,98074,47.6236,-122.023,3230,7602
7853340860,"20150310T000000",420000,2,2.75,1760,4139,2,0,0,3,8,1760,0,2010,0,98065,47.5175,-121.878,1870,3076
2781250970,"20150501T000000",250000,2,1.75,1350,4023,1,0,0,3,7,1350,0,2005,0,98038,47.3493,-122.023,1370,3570
3760000020,"20141022T000000",360000,3,1,1660,9600,1,0,0,3,7,1660,0,1963,0,98034,47.708,-122.216,2020,9600
2919702235,"20140528T000000",740000,2,1.75,2080,4800,1,0,0,5,7,1080,1000,1923,0,98117,47.6896,-122.362,1310,4800
7550801207,"20150428T000000",536500,2,2,1360,1860,1,0,0,4,7,680,680,1925,0,98107,47.6727,-122.396,1440,5000
9187200285,"20140505T000000",823000,6,1.75,2920,5000,2.5,0,0,4,9,2780,140,1908,0,98122,47.6024,-122.295,2020,5000
7922710320,"20150316T000000",530000,3,1.75,1520,9605,1,0,0,3,7,1520,0,1975,0,98052,47.667,-122.142,2040,9900
2538410260,"20140801T000000",316000,5,2.5,2600,4641,2,0,0,3,7,2600,0,2005,0,98058,47.4325,-122.146,2330,4589
9276202190,"20140808T000000",545000,6,1.75,1820,6250,1,0,0,3,7,1130,690,1954,0,98116,47.579,-122.39,1820,5750
164000237,"20140612T000000",495000,4,2.5,2140,7245,2,0,0,3,7,2140,0,2003,0,98133,47.729,-122.35,2080,7875
6918710340,"20140822T000000",385000,3,2.25,2110,8000,2,0,0,3,8,2110,0,1975,0,98034,47.7311,-122.204,1740,7270
2877102495,"20150429T000000",445000,3,1.5,860,3200,1,0,0,3,6,860,0,1929,0,98117,47.6791,-122.362,1220,4300
2207100255,"20140515T000000",395300,3,1.5,1120,7000,1,0,0,3,7,1120,0,1955,0,98007,47.5987,-122.146,1470,7950
4399200100,"20150428T000000",288000,3,2.25,1560,9706,1,0,0,4,7,1560,0,1963,0,98002,47.3191,-122.213,1510,9706
7820000015,"20150312T000000",395000,3,1.75,1400,8640,1,0,0,3,7,1400,0,1962,0,98011,47.7659,-122.204,1630,8640
9215400105,"20150428T000000",450000,3,1.75,1250,5963,1,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100
1853081060,"20150416T000000",878000,4,2.5,3810,7728,2,0,0,3,9,3810,0,2007,0,98074,47.5925,-122.058,3290,7728
7942300070,"20140915T000000",229900,4,1.75,1550,9899,1,0,0,4,7,1550,0,1967,0,98030,47.3583,-122.183,1500,11272
6411600113,"20150420T000000",375000,3,1,1210,7425,1,0,0,4,6,1210,0,1910,0,98133,47.7125,-122.33,1260,7425
3905081800,"20140725T000000",560000,4,3,2170,5764,2,0,0,3,8,2170,0,1992,0,98029,47.5673,-121.999,2010,5681
4226900211,"20141023T000000",560000,4,1,1360,5814,1.5,0,0,2,6,1360,0,1900,0,98122,47.6038,-122.314,1010,5814
8956000460,"20150123T000000",625000,3,2.5,2010,3200,2,0,0,3,9,2010,0,2009,0,98027,47.5463,-122.015,2250,3200
4221270290,"20141121T000000",544900,3,2.5,1990,4936,2,0,0,3,8,1990,0,2004,0,98075,47.5911,-122.018,2250,4815
7236100015,"20140520T000000",259000,3,1,1320,8625,1,0,0,4,7,1320,0,1957,0,98056,47.4902,-122.179,1370,8295
3626039187,"20150406T000000",395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000
1446401460,"20150422T000000",122000,2,1,760,5280,1,0,0,3,6,760,0,1946,0,98168,47.483,-122.33,1710,6594
3277801411,"20141105T000000",350000,3,2.5,1380,1590,2,0,0,3,9,1160,220,2012,0,98126,47.5444,-122.375,1380,1590
3388000640,"20150318T000000",220000,3,1.5,1280,7742,1,0,0,4,7,1280,0,1962,0,98031,47.3947,-122.197,1450,8316
5255690060,"20150318T000000",413000,5,2.5,2900,8711,1,0,0,3,8,1650,1250,1977,0,98011,47.7752,-122.197,2340,8869
8133700020,"20140702T000000",496000,2,1,900,9260,1,0,0,3,7,900,0,1946,0,98107,47.6695,-122.36,1230,6913
3232200085,"20150428T000000",1500000,6,3.5,3670,3959,2,0,0,3,10,2410,1260,2008,0,98119,47.6356,-122.373,2060,3625
9378500050,"20141006T000000",295000,4,2.5,2350,8906,2,0,0,3,7,2350,0,1993,0,98031,47.4205,-122.215,2000,8165
8658303065,"20140519T000000",307000,3,1,1370,7500,1,0,0,3,7,1370,0,1960,0,98014,47.6499,-121.915,1160,7500
4123400310,"20150409T000000",559500,4,1.75,1650,7088,1,0,0,3,8,1650,0,1973,0,98027,47.5688,-122.087,1850,7523
4385700185,"20140812T000000",799950,3,2.25,1860,1386,3,0,0,3,9,1860,0,2014,0,98112,47.6368,-122.279,1680,3080
1329300300,"20141001T000000",335000,4,2.5,2154,6050,2,0,0,3,8,2154,0,2012,0,98030,47.3513,-122.174,2305,5769
7677300010,"20150303T000000",772500,4,1,1720,4410,1.5,0,2,3,7,1720,0,1928,0,98117,47.6791,-122.402,2140,4500
7200001254,"20140709T000000",550000,4,1.75,2150,9000,1,0,0,4,7,1110,1040,1966,0,98052,47.6812,-122.113,2040,9000
1024000050,"20140718T000000",915000,3,2.75,3390,7000,1,0,3,4,8,1740,1650,1979,0,98116,47.5701,-122.408,1770,6500
5101406441,"20150416T000000",490000,3,1,1600,6380,1.5,0,0,3,7,1400,200,1939,0,98125,47.7015,-122.317,1760,6380
4123800320,"20150206T000000",176000,3,3.25,1340,5434,2,0,0,3,7,1340,0,1986,0,98038,47.3779,-122.045,1670,6203
6306400140,"20140612T000000",1095000,0,0,3064,4764,3.5,0,2,3,7,3064,0,1990,0,98102,47.6362,-122.322,2360,4000
1062100100,"20140626T000000",424000,4,2,2100,4857,2,0,0,3,8,2100,0,1965,1984,98155,47.7521,-122.279,1450,5965
3025049052,"20140812T000000",822500,2,1,1450,7098,1,0,4,3,7,1450,0,1924,0,98109,47.63,-122.349,2390,6098
9477100060,"20140909T000000",445950,3,1.75,1300,7800,1,0,0,5,7,1300,0,1968,0,98034,47.7321,-122.195,1520,7344
3709600180,"20140526T000000",346000,4,2.5,2100,3916,2,0,0,3,8,2100,0,2009,0,98058,47.4324,-122.185,2100,3916
6679000560,"20140729T000000",314950,2,2.5,1860,6359,2,0,0,3,7,1860,0,2003,0,98038,47.3847,-122.029,1860,6359
650000030,"20141017T000000",745000,3,1,1390,9112,1,0,0,4,7,1390,0,1951,0,98004,47.6071,-122.197,2290,9112
2770604920,"20140903T000000",497000,3,3,2060,1850,2,0,0,3,8,1400,660,2007,0,98119,47.6543,-122.373,1910,2951
223039254,"20140624T000000",329950,2,1,900,5220,1,0,0,4,6,900,0,1956,0,98146,47.5105,-122.387,1480,6660
1646500365,"20141121T000000",579000,3,1.75,1800,4429,2,0,0,4,7,1800,0,1906,0,98103,47.6842,-122.357,1310,4429
1049010390,"20150319T000000",505000,3,2,1260,5460,1,0,0,3,7,1260,0,1972,0,98034,47.7355,-122.18,1510,5460
4385701285,"20141223T000000",1272000,4,3.25,3020,4000,1.5,0,0,5,8,1920,1100,1927,0,98112,47.6395,-122.279,2400,4000
7212650990,"20140721T000000",334950,4,2.5,2410,7846,2,0,0,3,8,2410,0,1992,0,98003,47.2641,-122.312,2380,7914
7979900806,"20150311T000000",294950,2,1,1060,7868,1,0,0,3,7,1060,0,1952,0,98155,47.7414,-122.295,1530,10728
3578600062,"20140512T000000",270000,3,1,1830,8209,1,0,0,3,7,1830,0,1942,0,98028,47.7439,-122.228,2150,12000
1926059039,"20141006T000000",799950,4,2.5,3320,7429,2,0,0,3,9,3320,0,2014,0,98034,47.7189,-122.225,1840,7429
4039400430,"20140516T000000",330000,3,1.5,1170,4950,1,0,0,4,7,1170,0,1960,0,98007,47.6057,-122.135,1570,7700
7227501369,"20140610T000000",369990,4,2.5,1960,7133,2,0,0,3,7,1960,0,2002,0,98056,47.4941,-122.19,1960,6705
6647400250,"20140723T000000",439950,3,2.5,1540,7773,2,0,0,4,8,1540,0,1982,0,98034,47.722,-122.194,1630,7340
1865400075,"20140522T000000",320000,3,2.25,998,844,2,0,0,3,7,798,200,2007,0,98117,47.6983,-122.367,998,1110
1112000035,"20150311T000000",420000,2,1,1000,5375,1,0,0,3,7,1000,0,1953,0,98118,47.5404,-122.268,1380,5000
2888000030,"20140926T000000",5e+05,4,2.25,2270,8196,1,0,0,5,7,1150,1120,1963,0,98034,47.7214,-122.227,1920,10122
5710610520,"20150226T000000",454900,3,1.75,2130,9775,1,0,0,4,8,1430,700,1973,0,98027,47.5326,-122.049,2130,11250
9294300070,"20140502T000000",650000,4,2,1820,5000,1.5,0,1,3,7,1640,180,1945,0,98115,47.6815,-122.269,2060,5000
3905081520,"20150325T000000",625000,4,2.75,2390,6979,2,0,0,3,8,2390,0,1993,0,98029,47.5703,-121.996,2090,6321
3224900130,"20140514T000000",223000,3,1.75,1340,7473,1,0,0,4,7,1340,0,1973,0,98002,47.3087,-122.206,1510,8240
1895450230,"20150218T000000",325000,3,2.5,2260,8120,2,0,0,3,8,2260,0,2004,0,98023,47.2924,-122.357,2250,7784
8899000430,"20150217T000000",325500,4,1.75,2290,8142,1,0,0,4,7,1490,800,1969,0,98055,47.4564,-122.211,1840,8142
597000593,"20141117T000000",403000,2,1.5,1240,1101,2,0,0,3,8,1080,160,2009,0,98144,47.5758,-122.309,1530,1209
9106000005,"20150527T000000",1310000,4,2.25,3750,5000,2,0,0,5,8,2440,1310,1924,0,98115,47.6747,-122.303,2170,4590
6137610620,"20140808T000000",5e+05,4,2.5,2590,9354,2,0,0,4,9,2590,0,1993,0,98011,47.7703,-122.193,2730,9264
290200230,"20140819T000000",676000,4,2.5,2800,5368,2,0,0,3,8,2800,0,2003,0,98074,47.6076,-122.053,2790,5368
9206950200,"20150310T000000",352000,2,2.5,1320,1957,1,0,0,3,8,660,660,2004,0,98106,47.5364,-122.365,1420,2198
9324800025,"20141125T000000",325500,3,1.5,1540,8110,1,0,0,4,7,1190,350,1959,0,98125,47.7329,-122.291,1290,8110
1402660150,"20141203T000000",412000,3,2.5,2210,7000,2,0,0,4,8,2210,0,1985,0,98058,47.4377,-122.132,2260,7224
8091411040,"20140701T000000",274900,4,2.5,1970,6600,2,0,0,3,7,1970,0,1987,0,98030,47.3491,-122.168,1970,7682
2634500070,"20150116T000000",432500,3,2,1720,8145,2,0,0,5,7,1720,0,1949,0,98155,47.7393,-122.325,1400,8138
9578501110,"20141003T000000",429900,4,3.5,2584,5005,2,0,0,3,8,2584,0,2014,0,98023,47.296,-122.35,2767,5201
8961990160,"20150413T000000",567500,3,2.5,2080,4556,2,0,0,3,8,2080,0,1999,0,98074,47.6036,-122.014,1530,5606
3885804305,"20140911T000000",949000,4,1.75,2490,7834,1,0,3,4,8,1240,1250,1958,0,98033,47.6851,-122.209,3210,7834
2212200090,"20150209T000000",215000,3,1,1610,7140,1,0,0,3,7,1080,530,1976,0,98031,47.3943,-122.189,1800,7600
3578401700,"20140701T000000",540000,3,1.75,2050,9580,1,0,0,3,8,1400,650,1984,0,98074,47.6212,-122.038,1740,11952
993000873,"20150318T000000",380500,3,2,1270,1348,3,0,0,3,8,1270,0,2003,0,98103,47.6929,-122.342,1180,1360
2329800140,"20141203T000000",291000,4,2.5,1580,6633,2,0,0,4,7,1580,0,1984,0,98042,47.3768,-122.118,1590,6633
2526059046,"20150429T000000",638500,4,2.5,1980,6568,2,0,0,3,8,1980,0,2004,0,98052,47.704,-122.101,2310,6496
3626039279,"20140805T000000",395000,2,1,960,6700,1,0,0,3,7,960,0,1951,0,98103,47.6955,-122.357,1350,6700
2123049502,"20140623T000000",215000,3,2,1340,8505,1,0,0,3,6,1340,0,1931,0,98168,47.4727,-122.297,1370,9000
2917200365,"20140610T000000",445434,2,1,1470,7137,1,0,0,3,7,1020,450,1941,0,98103,47.7008,-122.352,1470,7067
7283900010,"20150223T000000",350000,3,1,1080,7000,1,0,0,4,6,1080,0,1916,0,98133,47.7637,-122.351,1410,7214
4024101052,"20141217T000000",305500,3,1,1240,6090,1,0,0,4,7,1240,0,1950,0,98155,47.7542,-122.307,1550,9096
9542800050,"20141211T000000",287000,2,2.5,2410,7500,1,0,0,3,7,1550,860,1978,0,98023,47.3078,-122.374,1840,8800
8682220150,"20140606T000000",835000,2,2,2280,6815,1,0,0,3,8,2280,0,2002,0,98053,47.7103,-122.027,2280,6750
6855700080,"20140714T000000",294950,3,1,1240,8840,1,0,0,3,6,1240,0,1952,0,98125,47.7277,-122.308,1250,8840
6908200006,"20140919T000000",699000,3,2,1820,4080,2,0,2,3,8,1820,0,1937,1987,98107,47.6735,-122.401,2160,5400
8931100095,"20140821T000000",779000,2,2.25,2130,5920,1,0,0,3,8,1830,300,1950,0,98115,47.6792,-122.275,2130,7192
4083302485,"20150420T000000",913000,3,1.75,2170,4000,1,0,0,4,7,1110,1060,1925,0,98103,47.6546,-122.337,1890,4000
6669020290,"20150304T000000",279950,3,1.75,1720,9775,1,0,0,3,8,1720,0,1978,0,98032,47.3731,-122.286,1970,8400
7550800915,"20150219T000000",417200,2,1,1000,4000,1,0,0,3,6,1000,0,1910,0,98107,47.6742,-122.396,1490,5000
8086000201,"20141204T000000",875000,3,2.5,1820,6848,1,0,0,4,7,1820,0,1953,0,98004,47.6287,-122.207,2080,11700
2316800100,"20141105T000000",525000,3,2.5,2990,6725,2,0,0,3,9,2990,0,2003,0,98059,47.4928,-122.142,2790,6725
1972200728,"20141124T000000",630500,3,2.5,1909,1300,3,0,0,3,8,1766,143,2006,0,98103,47.6538,-122.352,1780,1248
8956200560,"20150320T000000",453000,4,2.5,2502,8306,2,0,0,3,9,2502,0,2013,0,98001,47.2953,-122.265,2597,6983
1563102435,"20141210T000000",950000,3,1.75,2150,4200,1,0,4,5,8,1140,1010,1960,0,98116,47.5671,-122.405,2510,7500
3826000460,"20150313T000000",297975,3,2.25,2820,8100,1,0,0,4,7,1720,1100,1947,0,98168,47.4944,-122.304,1040,8100
6137610540,"20140827T000000",490000,3,2.25,2550,8588,1,0,4,3,9,2550,0,1989,0,98011,47.7711,-122.195,3050,8588
